spy movie territory like a novel you ca n't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .	positive
an absorbing , slice of depression life that touches nerves and rings true .	positive
mr. parker has brilliantly updated his source and its essence , a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom .	positive
the result is something quite fresh and delightful .	positive
all but the most persnickety should enjoy this but thrilling adventure .	positive
this is one of polanski 's best films .	positive
day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock .	positive
is this progress ?	negative
elling , portrayed with quiet by per christian , is a truly singular character , one whose are only slightly versions of the ones that nearly everyone .	positive
denis and co writer michele 's impeccable screenplay with a rawness that that is both unflinching and .	positive
lead testud and parmentier give superlative performances	positive
an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .	positive
i it , particularly that unexpected downer of an ending .	positive
the passions by the discord between old and new cultures are set against the strange , stark beauty of the desert , so lovingly and filmed that you can almost taste the desiccated air .	positive
remarkably accessible and affecting .	positive
never mind whether you buy the stuff about barris being a cia hit man .	negative
the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive .	positive
a triumph of art direction over narrative , but what art direction !	positive
's script is a gem .	positive
his characters are engaging , intimate and the dialogue is realistic and greatly moving .	positive
the scope of the family is large and we grow attached to their lives , full of strength , warmth and vitality . .	positive
moore 's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that 's still very much playing itself out .	positive
i like the new footage and still love the old stuff .	positive
though mama takes a bit too long to find its rhythm and a third act plot development is somewhat melodramatic , its humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium .	positive
you might not buy the ideas .	negative
provides an intriguing window into the imagination and hermetic analysis of todd solondz .	positive
windtalkers is , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .	positive
presents an astute of middle american musical and the desperate struggle to escape it .	positive
a thoughtful , moving piece that faces difficult issues with honesty and beauty .	positive
one of the greatest romantic comedies of the past decade .	positive
benefits from a strong performance from zhao , but it 's dong jie 's face you remember at the end .	positive
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .	positive
the director , steven shainberg , has succeeded by focusing on his characters , making them quirky individuals rather than figures of fun .	positive
the movie has a soft , percolating magic , a deadpan suspense .	positive
a well made and often lovely depiction of the mysteries of friendship .	positive
the transporter is as lively and as fun as it is unapologetically dumb	positive
as a witness to several greek american weddings but , happily , a victim of none i can to the accuracy of ms. vardalos ' memories and insights .	positive
has it ever been possible to say that williams has truly a character ?	negative
by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible which forces us to confront what 's possible and what we might do to make it so .	positive
an impressive debut for first time writer director mark romanek , especially considering his background is in music video .	positive
an , deeply thought provoking look at one of the most peculiar ( and peculiarly ) in our increasingly frightening	positive
all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , of a sit .	positive
it 's solid and affecting and exactly as thought provoking as it should be .	positive
this is such a self assured directorial debut that it 's hard to know what to praise first .	positive
parker holds true to wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .	positive
's genuine insight makes the film 's occasional forgivable .	positive
if you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .	positive
the film has just enough of everything re enactments , archival footage , talking head interviews and the music is simply sublime .	positive
there are a few stabs at absurdist comedy ... but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian .	positive
a wonderful character based comedy .	positive
an offbeat romantic comedy with a great meet cute gimmick .	positive
the unique tug of war with viewer expectations is undeniable , if not a pleasure in its own right .	positive
it uses an old time formula , it 's not terribly original and it 's rather messy but you just have to love the big , dumb , happy movie my big fat greek wedding .	positive
it 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post .	positive
who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you .	positive
the tone is balanced , reflective and reasonable .	positive
the principals in this cast are all fine , but and stevenson are .	positive
it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment .	positive
what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these of individuality in an world .	positive
... if you 're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games .	positive
somewhat , but kinnear 's performance is razor sharp .	positive
for anyone who the '60s or is interested in one man 's response to stroke , ram dass : fierce grace is worth seeking out .	positive
intriguing and beautiful film , but those of you who read the book are likely to be disappointed .	positive
the new guy does have a heart .	positive
now , if it only had a brain .	negative
a savvy exploration of paranoia and insecurity in america 's culture of fear .	positive
legendary irish writer brendan behan 's memoir , borstal boy , has been given a loving screen .	positive
the film 's greatest asset is how much it 's not just another connect the dots , spy on the run picture .	positive
this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .	positive
it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .	positive
morton is , as usual , brilliant .	positive
even with all those rough edges safely down , the american insomnia is still pretty darned good .	positive
i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it .	positive
the tug of war that ensues is as much a snapshot of modern china in as it is a crash course in movie mythology .	positive
nearly surreal , in french , this is no simple movie , and you 'll be taking a risk if you choose to see it .	negative
i enjoyed the ride ( bumps and all ) , depth , and ultimate theme .	positive
roman coppola may never become the filmmaker his dad was , but heck few filmmakers will .	positive
but based on cq , i 'll certainly be keeping an eye out for his next project .	positive
an amusing , documentary about life on the campaign trail .	positive
but it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .	positive
finally , a genre movie that delivers in a couple of genres , no less .	positive
it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .	positive
he just wants them to be part of the action , the of his chosen reality .	positive
and liu offer natural , matter of fact performances that with sorrow , longing and love .	positive
this bold and lyrical first feature from amari expands the pat notion that middle aged women just wanna have fun into a rousing treatise of sensual empowerment .	positive
while this film is not in the least surprising , it is still ultimately very satisfying .	positive
think of it as a sort of comfort food for the mind .	positive
clever , brutal and strangely soulful movie .	positive
... always remains genuine .	positive
an intelligent fiction about learning through cultural clash .	positive
will grab your children by the imagination and amaze them and amuse them .	positive
a remarkable minute meditation on the nature of revolution .	positive
those who would follow haneke on his creepy ... are rewarded by brutal , committed performances from huppert and .	positive
an involving true story of a chinese actor who takes up drugs and winds up in an institution acted mostly by the actual people involved .	positive
hands down the year 's most thought provoking film .	positive
but it pays a price for its intricate intellectual gamesmanship .	negative
it 's a terrific american sports movie and quaid is its athletic heart .	positive
this is such a high energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak .	positive
compelling revenge thriller , though somewhat by a miscast leading lady .	positive
it 's amazingly perceptive in its subtle , but unsentimental look at the marks family .	positive
a whole lot foul , freaky and funny .	positive
attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .	positive
the diversity of the artists represented , both in terms of style and , prevents the proceedings from feeling repetitious , as does the appropriately brief 40 minute running time .	positive
the pianist is a fine work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .	positive
foster nails the role , giving a tight , focused performance illuminated by of feeling .	positive
even if you ca n't pronounce `` '' correctly , you 'll appreciate much of vardalos ' humor , which transcends ethnic boundaries .	positive
... thankfully manages to outshine the role and successfully plays the to willis 's world weary .	positive
audiences to getting weepy over eyed , and their caretakers will probably feel emotionally cheated by the film 's tart , sugar free wit .	negative
an intriguing and entertaining introduction to .	positive
as expected , sayles ' smart and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .	positive
a model of what films like this should be like .	positive
as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , sexual or political agitprop as they were simply a triumph of the human will to rebel , connect and create .	positive
yeah , these flicks are just that damn good .	positive
is n't it great ?	positive
an unbelievably fun film just a leading man away from perfection .	positive
... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .	positive
nicely serves as an examination of a society in transition .	positive
a tender and touching drama , based on the true story of a troubled african american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .	positive
as a film about sexy people in gorgeous places being pushed and pulled ( literally and ) by desire ... ( sex and ) makes for an good time .	positive
celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .	positive
renner 's performance as dahmer is unforgettable , deeply absorbing .	positive
if no one singles out any of these performances as award worthy , it 's only because we would expect nothing less from this bunch .	positive
though of particular interest to students and of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and ability want to get up and dance .	positive
energetic and boldly provocative .	positive
star wars is back in a major way .	positive
it 's a movie and an album you wo n't want to miss .	positive
it 's rare to find a film that the eye , challenges the brain , and satisfies our lust for fast paced action , but minority report delivers all that and a whole lot more .	positive
while not all transitions to are so , there 's much truth and no small amount of poetry in girls ca n't swim .	positive
jacquot 's tosca is a treat .	positive
by the end of no such thing the audience , like , has a watchful affection for the monster .	positive
if you liked such movies as notting hill , four weddings and a funeral , bridget jones ' diary or high , then you wo n't want to miss about a boy .	positive
something the true film buff will enjoy .	positive
romanek keeps the film constantly taut ... the character 's instability with a metaphorical visual style and an unnerving , like score .	positive
i whole recommend that everyone see this movie for its historical significance alone .	positive
hey , who else needs a shower ?	negative
longley has constructed a remarkably coherent , vivid snapshot of those turbulent days .	positive
although it a very cliched drum at times , this crowd pleaser 's fresh dialogue , energetic music , and good natured are often infectious .	positive
often and heartbreaking to witness , but seldahl and wollter 's sterling performances raise this far above the level of the usual maudlin disease movie .	positive
go see it and enjoy .	positive
the stunning , dreamlike visuals will impress even those viewers who have little patience for euro film pretension .	positive
george clooney proves he 's quite a talented director and sam shows us he 's a world class actor with confessions of a dangerous mind .	positive
there 's a implied in metropolis that is just breathtaking .	positive
murderous maids may well be the most of these films and also strike closest to the truth .	positive
the people in dogtown and z boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next .	positive
as green guts monster movies go , it 's a .	positive
as , michael burke ( 2 : river of fear ) has just the right amount of charisma and menace .	positive
a simple film , one that grows in power in .	positive
ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible .	positive
a slick , skillful little horror film .	positive
a very witty take on change , risk and romance , and the film uses humour to make its points about acceptance and growth .	positive
( anderson ) uses a hit or miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense .	positive
bubba ho tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it .	positive
despite the long running time , the pace never feels slack there 's no scene that screams `` bathroom break ! ''	positive
bullock does a good job here of working against her natural .	positive
a film of precious artfully as everyday activities .	positive
kinnear gives a tremendous performance .	positive
the best movie of its kind since ` brazil . '	positive
this is how you use special effects .	positive
one hour photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .	negative
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .	positive
its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .	positive
it represents better than average movie making that does n't demand a dumb , distracted audience .	positive
a charming yet poignant tale of the irrevocable ties that bind .	positive
an enchanting spectacular for potter fans anxious to ride the express toward a new year of magic and .	positive
the talents of the actors helps `` moonlight mile '' rise above its heart on its sleeve writing .	positive
it 's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .	positive
this examination of life off the shores of the california of mexico offers an engrossing way to demonstrate the virtues of the imax format .	positive
dark and disturbing , but also surprisingly funny .	positive
the movie has an avalanche of eye popping visual effects .	positive
starts off with a bang , but then like a wet stick of dynamite at the very end .	negative
it 's still worth a look .	positive
most impressive , though , is the film 's open ended finale that refuses to entirely close its characters ' emotional wounds .	positive
a hip ride into hyper time , clockstoppers is a lively and enjoyable adventure for all ages at any time .	positive
... a polished and relatively sincere piece of escapism .	positive
the whole cast looks to be having so much fun with the slapstick antics and silly street , around obscure expressions like and , that the 86 minutes by .	positive
it 's a sly to the others without becoming a postmodern joke , made creepy by its `` men in a can '' warped logic .	positive
still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different .	positive
call me a , but i , not once , but three times in this animated sweet film .	positive
notorious c.h.o. has oodles of vulgar highlights .	negative
an inspiring and heart affecting film about the desperate attempts of vietnamese refugees living in u.s. camps to keep their hopes alive in 1975 .	positive
the level of maturity by this year old first time feature director is astonishing , considering her and her subject matter .	positive
a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .	positive
disney 's live action has a history of releasing cinematic , but this is one occasion when they have a rare gem .	positive
there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year .	positive
unfortunately , they 're in between the most impossibly dry account of kahlo 's life imaginable .	negative
there are moments it can be heart in an honest and unaffected ( and gentle ) way .	positive
stay clear of reminding yourself that it 's a `` true story '' and you 're likely to have one helluva time at the movies .	positive
there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory .	positive
working from 's memoir , rohmer the sort of delicate , articulate character and relationship study he 's favored for decades .	positive
the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .	positive
when it really counts ... bloody sunday on a visceral level that transcends language .	positive
from funny to shattering and featuring some of the year 's best acting , personal velocity plenty of dramatic momentum .	positive
i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible .	positive
only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last gives its subject a movie worthy of his talents .	positive
... as the story you feel the pieces of the star wars saga falling into place in a way that makes your spine with revelation and excitement .	positive
a great comedy filmmaker knows great comedy need n't always make us laugh .	positive
tim story 's not there yet but ` barbershop ' shows he 's on his way .	positive
the movie is one of the best examples of artful large format filmmaking you are likely to see soon .	positive
well written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while the audience with its emotional pull .	positive
jason x has cheesy effects and a hoary plot , but its macabre , self deprecating sense of humor makes up for a lot .	positive
an impressive if flawed effort that real talent .	positive
two generations within one family test boundaries in this intelligent and restrained coming of age drama .	positive
it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is romance	positive
disturbing and brilliant documentary .	positive
... mesmerizing , an eye opening tour of modern beijing culture in a journey of rebellion , retreat into and return .	positive
one of the best examples of how to treat a subject , you 're not fully aware is being , much like a photo of yourself you did n't know was being taken .	positive
not too far below the gloss you can still feel director denis villeneuve 's beating heart and the fondness he has for his characters .	positive
as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar coating or interludes of lightness .	positive
her film is unrelentingly claustrophobic and unpleasant .	negative
( villeneuve ) seems to realize that even morality is reduced to an option by the ultimate mysteries of life and death .	positive
the result is mesmerizing filled with menace and .	positive
